user_id,signup_date,first_touch_channel
105,2025-09-04,affiliate
106,2025-09-14,social
107,2025-09-22,display
108,2025-09-29,display
109,2025-09-05,social
110,2025-09-05,social
111,2025-09-24,search
112,2025-09-21,search
113,2025-09-30,affiliate
114,2025-09-08,social
115,2025-09-14,affiliate
116,2025-09-05,social
117,2025-09-13,social
118,2025-09-21,email
119,2025-09-27,search
120,2025-09-15,social
121,2025-09-25,email
122,2025-09-19,social
123,2025-09-26,social
124,2025-09-16,social
125,2025-09-25,affiliate
126,2025-09-12,display
127,2025-09-04,display
128,2025-09-10,affiliate
129,2025-09-29,email
130,2025-09-25,social
131,2025-09-29,social
132,2025-09-06,email
133,2025-09-02,search
134,2025-09-28,search
135,2025-10-01,search
136,2025-09-26,display
137,2025-09-29,email
138,2025-09-08,social
139,2025-09-04,social
140,2025-09-05,display
141,2025-09-08,email
142,2025-09-22,search
143,2025-09-18,email
144,2025-09-11,email
145,2025-09-03,display
146,2025-09-08,social
147,2025-09-27,display
148,2025-09-11,search
149,2025-09-20,social
150,2025-09-04,affiliate
151,2025-09-18,affiliate
152,2025-09-11,display
153,2025-09-20,social
154,2025-09-14,display
155,2025-09-05,affiliate
156,2025-09-21,search
157,2025-09-21,affiliate
158,2025-09-04,social
159,2025-09-14,social
160,2025-09-21,search
161,2025-09-30,display
162,2025-09-07,search
163,2025-09-23,affiliate
164,2025-10-01,search
165,2025-09-13,email
166,2025-10-01,social
167,2025-09-12,display
168,2025-09-25,search
169,2025-09-24,affiliate
170,2025-09-18,display
171,2025-09-19,social
172,2025-09-19,email
173,2025-09-17,display
174,2025-09-10,email
175,2025-09-08,search
176,2025-09-17,email
177,2025-09-07,display
178,2025-09-18,display
179,2025-09-29,search
180,2025-09-23,social
181,2025-09-26,social
182,2025-09-29,social
183,2025-10-01,search
184,2025-09-07,social
185,2025-09-02,email
186,2025-09-02,email
187,2025-09-27,email
188,2025-09-06,search
189,2025-09-14,display
190,2025-09-12,social
191,2025-09-11,affiliate
192,2025-09-24,affiliate
193,2025-09-13,affiliate
194,2025-09-28,email
195,2025-09-13,affiliate
196,2025-09-12,display
197,2025-09-14,affiliate
198,2025-09-13,display
199,2025-09-13,search
200,2025-09-07,social
201,2025-09-30,email
202,2025-09-04,affiliate
203,2025-09-15,display
204,2025-09-14,social
205,2025-09-30,search
206,2025-09-26,display
207,2025-09-06,search
208,2025-09-28,email
209,2025-09-10,social
210,2025-09-19,email
211,2025-09-28,social
212,2025-09-12,affiliate
213,2025-09-05,search
214,2025-09-14,email
215,2025-09-14,display
216,2025-09-11,affiliate
217,2025-09-06,display
218,2025-09-12,search
219,2025-09-12,affiliate
220,2025-09-08,affiliate
221,2025-09-19,social
222,2025-09-26,email
223,2025-09-22,social
224,2025-09-03,affiliate
225,2025-09-25,social
226,2025-09-11,social
227,2025-09-15,affiliate
228,2025-09-08,social
229,2025-09-30,display
230,2025-09-25,display
231,2025-09-12,display
232,2025-09-09,social
233,2025-09-11,email
234,2025-09-06,email
235,2025-09-27,social
236,2025-09-18,email
237,2025-09-02,affiliate
238,2025-09-25,social
239,2025-09-17,social
240,2025-10-01,display
241,2025-09-11,affiliate
242,2025-09-10,social
243,2025-09-05,email
244,2025-09-21,social
245,2025-09-06,display
246,2025-09-03,affiliate
247,2025-09-19,display
248,2025-09-28,social
249,2025-09-24,search
250,2025-09-05,affiliate
251,2025-09-04,search
252,2025-09-26,social
253,2025-09-13,email
254,2025-09-11,social
255,2025-09-16,search
256,2025-10-01,social
257,2025-09-05,display
258,2025-09-24,social
259,2025-10-01,email
260,2025-09-19,social
261,2025-09-28,display
262,2025-09-09,affiliate
263,2025-09-26,social
264,2025-09-09,search
265,2025-09-24,search
266,2025-09-29,email
267,2025-09-11,email
268,2025-09-03,search
269,2025-09-20,search
270,2025-09-23,social
271,2025-09-24,affiliate
272,2025-09-03,search
273,2025-09-10,affiliate
274,2025-09-08,social
275,2025-09-13,email
276,2025-09-15,social
277,2025-09-15,search
278,2025-09-15,search
279,2025-09-06,affiliate
280,2025-09-24,social
281,2025-10-01,display
282,2025-09-03,affiliate
283,2025-09-07,email
284,2025-09-28,display
285,2025-09-13,social
286,2025-09-20,affiliate
287,2025-09-04,display
288,2025-09-26,email
289,2025-09-03,social
290,2025-09-21,search
291,2025-09-12,affiliate
292,2025-09-06,affiliate
293,2025-09-06,affiliate
294,2025-09-29,email
295,2025-09-12,display
296,2025-09-09,display
297,2025-09-10,email
298,2025-09-25,search
299,2025-09-13,social
300,2025-09-08,email
301,2025-09-07,search
302,2025-09-26,affiliate
303,2025-09-02,search
304,2025-09-11,search
305,2025-09-14,search
306,2025-09-25,search
307,2025-09-05,display
308,2025-09-06,social
309,2025-09-14,social
310,2025-09-13,display
311,2025-09-08,social
312,2025-09-10,social
313,2025-09-11,email
314,2025-09-22,social
315,2025-09-28,affiliate
316,2025-09-09,social
317,2025-09-16,display
318,2025-09-27,email
319,2025-09-08,search
320,2025-09-28,affiliate
321,2025-09-16,social
322,2025-09-02,affiliate
323,2025-09-24,affiliate
324,2025-09-10,social
325,2025-09-08,display
326,2025-09-30,social
327,2025-09-17,social
328,2025-09-19,social
329,2025-09-18,email
330,2025-09-11,affiliate
331,2025-09-09,email
332,2025-09-11,affiliate
333,2025-09-15,search
334,2025-09-16,display
335,2025-09-06,email
336,2025-09-16,social
337,2025-09-17,email
338,2025-09-28,email
339,2025-09-05,social
340,2025-09-14,social
341,2025-09-04,search
342,2025-09-10,search
343,2025-09-09,affiliate
344,2025-09-11,social
345,2025-09-09,social
346,2025-09-03,search
347,2025-09-12,affiliate
348,2025-09-12,search
349,2025-09-12,display
350,2025-09-26,affiliate
351,2025-09-10,affiliate
352,2025-09-16,affiliate
353,2025-09-25,display
354,2025-09-14,affiliate
355,2025-09-21,search
356,2025-09-14,affiliate
357,2025-09-30,affiliate
358,2025-09-23,search
359,2025-09-14,display
360,2025-09-29,social
361,2025-09-29,social
362,2025-09-13,social
363,2025-09-26,display
364,2025-09-12,search
365,2025-09-15,email
366,2025-09-14,search
367,2025-09-19,search
368,2025-09-06,display
369,2025-09-08,affiliate
370,2025-09-03,social
371,2025-09-27,email
372,2025-09-09,affiliate
373,2025-09-07,social
374,2025-09-27,search
375,2025-09-02,display
376,2025-09-12,affiliate
377,2025-09-20,email
378,2025-09-06,display
379,2025-09-05,affiliate
380,2025-09-14,social
381,2025-09-12,email
382,2025-09-10,social
383,2025-09-04,email
384,2025-09-22,search
385,2025-10-01,social
386,2025-09-07,email
387,2025-09-09,affiliate
388,2025-09-10,display
389,2025-09-15,affiliate
390,2025-09-13,affiliate
391,2025-09-02,social
392,2025-09-25,display
393,2025-09-04,display
394,2025-09-10,search
395,2025-09-26,social
396,2025-09-23,display
397,2025-09-10,social
398,2025-09-07,display
399,2025-09-09,display
400,2025-09-19,affiliate
401,2025-09-11,display
402,2025-09-29,affiliate
403,2025-09-21,affiliate
404,2025-09-27,affiliate
405,2025-09-27,social
406,2025-09-27,email
407,2025-09-23,email
408,2025-09-27,affiliate
409,2025-10-01,search
410,2025-09-10,email
411,2025-09-29,social
412,2025-09-25,search
413,2025-09-04,affiliate
414,2025-09-02,search
415,2025-09-30,social
416,2025-09-26,email
417,2025-09-20,social
418,2025-09-08,email
419,2025-09-20,social
420,2025-09-03,email
421,2025-10-01,email
422,2025-09-05,email
423,2025-09-26,email
424,2025-09-30,display
425,2025-09-13,display
426,2025-09-17,search
427,2025-09-18,search
428,2025-09-15,search
429,2025-09-26,search
430,2025-09-25,social
431,2025-09-17,affiliate
432,2025-09-21,email
433,2025-09-03,affiliate
434,2025-09-22,affiliate
435,2025-09-21,affiliate
436,2025-10-01,email
437,2025-09-25,search
438,2025-09-19,display
439,2025-09-24,social
440,2025-09-07,search
441,2025-09-29,affiliate
442,2025-09-13,affiliate
443,2025-09-11,affiliate
444,2025-09-06,email
445,2025-09-24,social
446,2025-09-10,social
447,2025-09-23,search
448,2025-09-22,social
449,2025-09-30,social
450,2025-09-20,email
451,2025-09-07,social
452,2025-09-18,display
453,2025-09-14,email
454,2025-09-03,affiliate
455,2025-09-24,email
456,2025-09-25,display
457,2025-09-05,affiliate
458,2025-09-04,display
459,2025-09-09,affiliate
460,2025-09-24,display
461,2025-09-03,display
462,2025-09-02,search
463,2025-09-08,search
464,2025-09-16,affiliate
465,2025-09-14,affiliate
466,2025-09-24,affiliate
467,2025-09-05,affiliate
468,2025-09-02,social
469,2025-09-23,search
470,2025-10-01,search
471,2025-09-16,search
472,2025-09-05,affiliate
473,2025-09-23,display
474,2025-09-09,affiliate
475,2025-09-19,email
476,2025-09-29,affiliate
477,2025-09-12,affiliate
478,2025-09-28,search
479,2025-09-12,email
480,2025-09-09,social
481,2025-09-22,email
482,2025-09-17,social
483,2025-09-04,display
484,2025-09-07,affiliate
485,2025-09-26,social
486,2025-09-11,search
487,2025-09-19,display
488,2025-09-24,search
489,2025-09-20,email
490,2025-09-04,affiliate
491,2025-09-10,search
492,2025-09-18,social
493,2025-09-26,social
494,2025-09-05,social
495,2025-09-02,email
496,2025-09-16,search
497,2025-09-12,search
498,2025-09-11,social
499,2025-09-22,display
500,2025-09-26,display
501,2025-09-19,display
502,2025-09-27,email
503,2025-09-15,social
504,2025-09-29,affiliate
505,2025-09-09,email
506,2025-09-15,search
507,2025-09-06,email
508,2025-09-10,search
509,2025-09-11,email
510,2025-09-29,search
511,2025-09-25,affiliate
512,2025-09-17,search
513,2025-09-17,search
514,2025-09-27,search
515,2025-09-21,search
516,2025-09-09,email
517,2025-09-03,affiliate
518,2025-09-10,email
519,2025-09-15,social
520,2025-09-10,display
521,2025-09-12,social
522,2025-09-23,search
523,2025-09-22,display
524,2025-09-04,email
525,2025-09-04,social
526,2025-09-16,display
527,2025-09-30,email
528,2025-09-02,affiliate
529,2025-09-19,email
530,2025-09-15,display
531,2025-09-04,search
532,2025-09-30,email
533,2025-09-17,search
534,2025-09-20,social
535,2025-09-29,search
536,2025-10-01,social
537,2025-09-10,affiliate
538,2025-09-06,affiliate
539,2025-09-21,email
540,2025-09-22,social
541,2025-09-08,social
542,2025-09-02,social
543,2025-10-01,affiliate
544,2025-09-04,display
545,2025-09-25,social
546,2025-09-14,display
547,2025-09-18,social
548,2025-09-27,search
549,2025-09-23,display
550,2025-09-11,display
551,2025-09-10,search
552,2025-09-22,search
553,2025-09-06,display
554,2025-09-30,display
555,2025-10-01,email
556,2025-09-11,search
557,2025-09-14,affiliate
558,2025-09-11,social
559,2025-09-04,email
560,2025-09-05,email
561,2025-09-17,affiliate
562,2025-09-27,display
563,2025-09-28,search
564,2025-10-01,email
565,2025-09-20,display
566,2025-09-22,affiliate
567,2025-09-09,affiliate
568,2025-09-14,display
569,2025-09-10,search
570,2025-09-25,affiliate
571,2025-09-28,display
572,2025-09-04,affiliate
573,2025-09-28,social
574,2025-09-15,display
575,2025-09-02,display
576,2025-09-19,display
577,2025-09-29,display
578,2025-09-12,search
579,2025-09-18,email
580,2025-09-11,social
581,2025-09-18,display
582,2025-10-01,email
583,2025-09-30,email
584,2025-09-11,social
585,2025-09-03,search
586,2025-09-18,social
587,2025-09-05,search
588,2025-09-20,search
589,2025-09-26,search
590,2025-09-15,affiliate
591,2025-09-20,display
592,2025-09-26,social
593,2025-10-01,display
594,2025-10-01,social
595,2025-09-26,display
596,2025-09-25,email
597,2025-09-27,display
598,2025-09-22,search
599,2025-09-14,search
600,2025-09-29,display
601,2025-09-29,email
602,2025-09-16,search
603,2025-09-08,display
604,2025-09-19,affiliate
605,2025-09-22,social
606,2025-09-07,display
607,2025-09-07,affiliate
608,2025-09-20,search
609,2025-09-21,affiliate
610,2025-09-05,search
611,2025-09-07,search
612,2025-09-25,email
613,2025-09-16,social
614,2025-09-13,display
615,2025-09-17,email
616,2025-09-07,search
617,2025-09-24,social
618,2025-09-05,affiliate
619,2025-09-05,affiliate
620,2025-09-17,search
621,2025-09-20,social
622,2025-09-12,display
623,2025-09-11,email
624,2025-09-09,display
625,2025-09-19,email
626,2025-09-28,search
627,2025-09-10,social
628,2025-09-18,affiliate
629,2025-10-01,email
630,2025-09-28,affiliate
631,2025-09-15,search
632,2025-09-08,search
633,2025-09-19,display
634,2025-09-26,affiliate
635,2025-09-17,display
636,2025-09-27,email
637,2025-09-28,display
638,2025-09-17,social
639,2025-09-13,display
640,2025-09-05,social
641,2025-09-13,display
642,2025-09-29,social
643,2025-09-18,affiliate
644,2025-09-29,affiliate
645,2025-09-14,affiliate
646,2025-09-02,email
647,2025-09-07,search
648,2025-09-19,display
649,2025-09-19,social
650,2025-09-17,display
651,2025-09-21,display
652,2025-09-02,search
653,2025-09-18,affiliate
654,2025-09-19,search
655,2025-09-18,affiliate
656,2025-09-09,affiliate
657,2025-09-19,affiliate
658,2025-09-25,search
659,2025-09-19,affiliate
660,2025-09-21,search
661,2025-09-18,social
662,2025-09-11,email
663,2025-09-24,social
664,2025-09-26,affiliate
665,2025-09-26,affiliate
666,2025-09-13,affiliate
667,2025-09-10,search
668,2025-09-19,email
669,2025-09-25,display
670,2025-09-17,social
671,2025-09-20,search
672,2025-09-18,display
673,2025-09-23,email
674,2025-09-20,email
675,2025-09-22,search
676,2025-09-17,display
677,2025-10-01,search
678,2025-09-03,search
679,2025-09-29,email
680,2025-09-13,email
681,2025-09-27,affiliate
682,2025-09-19,email
683,2025-10-01,affiliate
684,2025-09-28,display
685,2025-09-08,display
686,2025-09-09,search
687,2025-09-11,social
688,2025-09-06,affiliate
689,2025-09-21,affiliate
690,2025-10-01,email
691,2025-09-28,search
692,2025-09-27,affiliate
693,2025-09-07,search
694,2025-09-06,affiliate
695,2025-10-01,email
696,2025-09-13,social
697,2025-09-09,email
698,2025-09-08,email
699,2025-09-19,social
700,2025-09-29,search
701,2025-09-15,email
702,2025-09-30,display
703,2025-09-26,affiliate
704,2025-09-02,search
705,2025-09-15,affiliate
706,2025-10-01,display
707,2025-09-14,search
708,2025-09-21,display
709,2025-09-29,display
710,2025-09-18,social
711,2025-09-30,search
712,2025-09-17,email
713,2025-09-19,social
714,2025-10-01,display
715,2025-09-07,search
716,2025-09-11,display
717,2025-09-05,search
718,2025-09-14,email
719,2025-09-27,social
720,2025-09-12,affiliate
721,2025-09-19,search
722,2025-09-16,display
723,2025-09-09,search
724,2025-09-05,display
725,2025-09-26,social
726,2025-09-05,social
727,2025-09-23,social
728,2025-09-24,affiliate
729,2025-09-05,search
730,2025-09-14,search
731,2025-09-19,affiliate
732,2025-09-26,search
733,2025-09-18,display
734,2025-09-16,social
735,2025-09-24,display
736,2025-09-05,social
737,2025-09-06,display
738,2025-09-07,social
739,2025-09-25,search
740,2025-09-04,social
741,2025-09-27,email
742,2025-09-25,display
743,2025-09-12,social
744,2025-09-02,affiliate
745,2025-09-20,display
746,2025-09-16,email
747,2025-09-16,search
748,2025-09-14,search
749,2025-09-17,affiliate
750,2025-09-10,display
751,2025-09-14,search
752,2025-09-15,social
753,2025-09-24,display
754,2025-09-09,search
755,2025-09-20,affiliate
756,2025-09-21,search
757,2025-09-24,display
758,2025-09-05,display
759,2025-09-05,email
760,2025-09-23,display
761,2025-09-19,search
762,2025-09-04,display
763,2025-09-10,display
764,2025-09-03,display
765,2025-09-15,search
766,2025-09-27,social
767,2025-09-22,social
768,2025-09-02,email
769,2025-09-24,email
770,2025-09-25,social
771,2025-09-16,email
772,2025-09-11,social
773,2025-10-01,search
774,2025-09-11,affiliate
775,2025-09-29,social
776,2025-09-17,search
777,2025-09-09,search
778,2025-09-16,email
779,2025-09-17,social
780,2025-09-04,social
781,2025-09-09,display
782,2025-09-29,display
783,2025-09-26,search
784,2025-09-18,display
785,2025-09-10,social
786,2025-09-05,search
787,2025-09-19,search
788,2025-09-23,email
789,2025-09-12,affiliate
790,2025-09-06,display
791,2025-09-12,affiliate
792,2025-09-11,social
793,2025-09-27,affiliate
794,2025-09-15,affiliate
795,2025-09-08,email
796,2025-09-27,affiliate
797,2025-09-19,affiliate
798,2025-09-22,search
799,2025-09-27,social
800,2025-09-07,email
801,2025-09-11,email
802,2025-09-06,display
803,2025-09-30,search
804,2025-09-17,email
805,2025-09-10,search
806,2025-09-16,email
807,2025-09-06,search
808,2025-09-10,search
809,2025-09-30,affiliate
810,2025-09-25,affiliate
811,2025-09-11,social
812,2025-09-30,display
813,2025-09-27,social
814,2025-09-03,search
815,2025-09-07,search
816,2025-09-09,search
817,2025-09-21,email
818,2025-09-28,display
819,2025-09-22,social
820,2025-09-29,affiliate
821,2025-09-15,display
822,2025-09-21,display
823,2025-09-07,affiliate
824,2025-09-14,display
825,2025-09-27,display
826,2025-09-07,social
827,2025-09-08,search
828,2025-09-04,affiliate
829,2025-09-25,display
830,2025-09-12,display
831,2025-09-26,social
832,2025-09-29,social
833,2025-09-16,social
834,2025-09-08,search
835,2025-09-14,display
836,2025-09-02,email
837,2025-09-10,social
838,2025-09-22,email
839,2025-09-13,email
840,2025-09-26,email
841,2025-09-11,search
842,2025-09-18,affiliate
843,2025-09-24,email
844,2025-09-23,display
845,2025-09-03,display
846,2025-09-02,email
847,2025-09-06,email
848,2025-09-18,social
849,2025-09-11,display
850,2025-09-21,email
851,2025-09-15,search
852,2025-09-28,search
853,2025-09-06,affiliate
854,2025-09-28,email
855,2025-09-02,email
856,2025-09-20,social
857,2025-09-03,affiliate
858,2025-09-09,social
859,2025-09-25,affiliate
860,2025-09-12,search
861,2025-09-27,social
862,2025-09-05,social
863,2025-09-07,email
864,2025-09-19,display
865,2025-09-08,email
866,2025-09-24,email
867,2025-09-06,display
868,2025-09-04,affiliate
869,2025-09-16,affiliate
870,2025-09-15,email
871,2025-09-14,search
872,2025-09-20,email
873,2025-09-29,search
874,2025-09-25,display
875,2025-10-01,search
876,2025-09-19,email
877,2025-09-29,display
878,2025-09-19,email
879,2025-09-05,social
880,2025-09-29,email
881,2025-09-22,email
882,2025-09-29,affiliate
883,2025-09-13,email
884,2025-09-06,email
885,2025-09-07,search
886,2025-09-30,email
887,2025-09-14,search
888,2025-09-20,display
889,2025-09-12,affiliate
890,2025-09-08,display
891,2025-09-14,affiliate
892,2025-09-21,search
893,2025-09-18,email
894,2025-09-22,display
895,2025-09-21,social
896,2025-09-21,email
897,2025-09-04,search
898,2025-09-17,search
899,2025-09-26,social
900,2025-09-05,social
901,2025-10-01,email
902,2025-09-08,social
903,2025-09-16,affiliate
904,2025-09-02,search
905,2025-09-05,email
906,2025-09-21,social
907,2025-09-23,affiliate
908,2025-09-07,affiliate
909,2025-09-10,social
910,2025-09-27,affiliate
911,2025-09-25,search
912,2025-09-21,display
913,2025-09-11,affiliate
914,2025-09-03,display
915,2025-09-04,search
916,2025-09-21,affiliate
917,2025-09-28,email
918,2025-09-12,email
919,2025-09-12,display
920,2025-09-30,display
921,2025-09-25,email
922,2025-09-09,search
923,2025-09-24,social
924,2025-09-12,email
925,2025-09-07,email
926,2025-09-21,search
927,2025-09-30,search
928,2025-09-13,social
929,2025-09-22,search
930,2025-09-03,email
931,2025-09-22,display
932,2025-09-05,display
933,2025-09-14,email
934,2025-09-22,display
935,2025-09-07,display
936,2025-09-05,email
937,2025-09-08,email
938,2025-09-11,social
939,2025-09-10,search
940,2025-10-01,affiliate
941,2025-09-30,social
942,2025-09-19,affiliate
943,2025-09-05,search
944,2025-09-20,social
945,2025-09-16,display
946,2025-09-16,search
947,2025-09-14,search
948,2025-09-02,display
949,2025-09-02,email
950,2025-09-10,affiliate
951,2025-09-23,affiliate
952,2025-09-05,search
953,2025-09-07,search
954,2025-09-14,social
955,2025-09-18,display
956,2025-09-11,display
957,2025-10-01,social
958,2025-09-10,display
959,2025-09-23,display
960,2025-09-25,affiliate
961,2025-09-07,affiliate
962,2025-09-04,email
963,2025-09-20,affiliate
964,2025-09-05,social
965,2025-09-19,display
966,2025-09-13,search
967,2025-09-09,search
968,2025-09-03,social
969,2025-09-21,display
970,2025-09-13,affiliate
971,2025-09-22,display
972,2025-09-14,search
973,2025-09-10,email
974,2025-09-10,social
975,2025-09-21,social
976,2025-09-20,affiliate
977,2025-09-16,affiliate
978,2025-09-11,email
979,2025-09-18,social
980,2025-09-17,search
981,2025-10-01,display
982,2025-09-08,display
983,2025-09-25,display
984,2025-09-17,affiliate
985,2025-09-06,email
986,2025-09-20,search
987,2025-09-11,social
988,2025-09-23,affiliate
989,2025-09-16,search
990,2025-09-22,affiliate
991,2025-09-18,display
992,2025-09-16,social
993,2025-09-26,search
994,2025-09-13,affiliate
995,2025-09-22,social
996,2025-09-20,display
997,2025-09-04,search
998,2025-09-27,email
999,2025-09-22,email
1000,2025-09-23,affiliate
1001,2025-09-11,search
1002,2025-09-04,affiliate
1003,2025-09-19,display
1004,2025-09-24,display
1005,2025-10-01,search
1006,2025-09-05,search
1007,2025-10-01,display
1008,2025-09-28,display
1009,2025-09-25,email
1010,2025-09-15,affiliate
1011,2025-09-06,social
1012,2025-09-20,affiliate
1013,2025-09-14,social
1014,2025-09-03,social
1015,2025-09-30,social
1016,2025-09-16,social
1017,2025-09-26,email
1018,2025-09-21,affiliate
1019,2025-09-13,email
1020,2025-09-17,display
1021,2025-09-28,display
1022,2025-09-12,display
1023,2025-09-08,email
1024,2025-09-04,display
1025,2025-09-07,email
1026,2025-09-27,affiliate
1027,2025-09-11,affiliate
1028,2025-09-22,display
1029,2025-09-29,display
1030,2025-09-19,display
1031,2025-09-29,email
1032,2025-09-07,social
1033,2025-09-11,email
1034,2025-09-07,affiliate
1035,2025-09-27,affiliate
1036,2025-09-11,search
1037,2025-09-27,affiliate
1038,2025-09-18,social
1039,2025-09-10,search
1040,2025-09-11,social
1041,2025-09-28,social
1042,2025-09-22,search
1043,2025-09-28,search
1044,2025-09-25,search
1045,2025-09-27,display
1046,2025-09-27,display
1047,2025-10-01,email
1048,2025-09-23,search
1049,2025-09-02,search
1050,2025-09-19,affiliate
1051,2025-09-29,social
1052,2025-10-01,display
1053,2025-09-18,search
1054,2025-09-24,search
1055,2025-10-01,email
1056,2025-09-23,display
1057,2025-09-13,affiliate
1058,2025-09-30,social
1059,2025-09-06,display
1060,2025-09-06,email
1061,2025-09-15,social
1062,2025-09-17,search
1063,2025-09-26,email
1064,2025-09-05,affiliate
1065,2025-09-12,social
1066,2025-10-01,social
1067,2025-09-24,social
1068,2025-09-30,affiliate
1069,2025-10-01,affiliate
1070,2025-09-05,social
1071,2025-10-01,search
1072,2025-09-13,email
1073,2025-09-25,email
1074,2025-09-30,social
1075,2025-09-27,search
1076,2025-09-18,social
1077,2025-09-09,affiliate
1078,2025-09-23,affiliate
1079,2025-09-08,email
1080,2025-09-29,display
1081,2025-09-30,email
1082,2025-09-16,affiliate
1083,2025-09-07,social
1084,2025-09-15,affiliate
1085,2025-09-04,affiliate
1086,2025-09-27,display
1087,2025-09-10,display
1088,2025-09-05,search
1089,2025-09-24,display
1090,2025-09-07,email
1091,2025-09-22,search
1092,2025-09-08,search
1093,2025-09-21,affiliate
1094,2025-09-21,email
1095,2025-09-17,affiliate
1096,2025-09-26,display
1097,2025-09-07,affiliate
1098,2025-09-27,email
1099,2025-09-08,email
1100,2025-09-21,email
1101,2025-09-08,affiliate
1102,2025-09-28,social
1103,2025-10-01,social
1104,2025-09-21,affiliate
1105,2025-09-08,display
1106,2025-09-11,email
1107,2025-10-01,display
1108,2025-09-27,email
1109,2025-09-06,display
1110,2025-09-24,email
1111,2025-09-28,social
1112,2025-09-09,display
1113,2025-09-23,social
1114,2025-09-08,search
1115,2025-09-03,email
1116,2025-09-06,email
1117,2025-09-14,display
1118,2025-09-29,affiliate
1119,2025-09-26,email
1120,2025-09-30,search
1121,2025-09-13,search
1122,2025-09-27,display
1123,2025-09-22,social
1124,2025-09-20,email
1125,2025-09-28,email
1126,2025-09-24,search
1127,2025-09-21,display
1128,2025-09-10,social
1129,2025-09-25,search
1130,2025-09-23,email
1131,2025-09-27,display
1132,2025-09-06,display
1133,2025-09-19,search
1134,2025-09-16,email
1135,2025-09-17,search
1136,2025-09-22,display
1137,2025-09-07,affiliate
1138,2025-09-17,social
1139,2025-09-22,affiliate
1140,2025-09-28,email
1141,2025-09-19,display
1142,2025-09-21,social
1143,2025-09-03,social
1144,2025-09-06,social
1145,2025-09-03,email
1146,2025-09-29,email
1147,2025-09-30,social
1148,2025-09-09,display
1149,2025-09-06,display
1150,2025-09-26,display
1151,2025-09-03,search
1152,2025-09-15,social
1153,2025-09-13,social
1154,2025-09-23,social
1155,2025-09-07,email
1156,2025-09-09,search
1157,2025-09-26,email
1158,2025-09-13,affiliate
1159,2025-09-16,display
1160,2025-09-02,social
1161,2025-09-30,email
1162,2025-09-17,email
1163,2025-09-22,affiliate
1164,2025-09-13,affiliate
1165,2025-09-03,search
1166,2025-09-25,display
1167,2025-09-05,display
1168,2025-09-14,display
1169,2025-09-08,display
1170,2025-10-01,search
1171,2025-09-13,affiliate
1172,2025-09-07,social
1173,2025-09-29,affiliate
1174,2025-09-06,affiliate
1175,2025-09-26,display
1176,2025-09-28,email
1177,2025-09-07,social
1178,2025-09-25,display
1179,2025-09-07,email
1180,2025-09-19,affiliate
1181,2025-09-12,affiliate
1182,2025-09-05,affiliate
1183,2025-09-24,social
1184,2025-09-21,display
1185,2025-09-24,display
1186,2025-09-18,search
1187,2025-09-18,affiliate
1188,2025-09-13,social
1189,2025-09-17,social
